song_id,zero_crossings,spectral_centroids_mean,spectral_centroids_var,spectral_rolloff_mean,spectral_rolloff_var,tempo,mfcc_1_mean,mfcc_1_var,mfcc_2_mean,mfcc_2_var,mfcc_3_mean,mfcc_3_var,mfcc_4_mean,mfcc_4_var,mfcc_5_mean,mfcc_5_var,mfcc_6_mean,mfcc_6_var,mfcc_7_mean,mfcc_7_var,mfcc_8_mean,mfcc_8_var,mfcc_9_mean,mfcc_9_var,mfcc_10_mean,mfcc_10_var,mfcc_11_mean,mfcc_11_var,mfcc_12_mean,mfcc_12_var,mfcc_13_mean,mfcc_13_var,mfcc_14_mean,mfcc_14_var,mfcc_15_mean,mfcc_15_var,mfcc_16_mean,mfcc_16_var,mfcc_17_mean,mfcc_17_var,mfcc_18_mean,mfcc_18_var,mfcc_19_mean,mfcc_19_var,mfcc_20_mean,mfcc_20_var,Artist
Adam Levine_2XC5KXWV,597489,0.4020440684035365,0.012207032697342085,0.5957671166685798,0.017581777582288814,161.4990234375,-16.253765106201172,11861.28125,67.91058349609375,766.4420166015625,-4.943612575531006,344.6973876953125,24.9553279876709,228.88058471679688,2.3331661224365234,148.15574645996094,10.657907485961914,117.29851531982422,-1.980230689048767,94.25936126708984,9.292915344238281,73.77743530273438,-1.1209627389907837,72.42906951904297,5.6497483253479,72.4617691040039,1.0007137060165405,56.39535140991211,2.6722664833068848,57.299861907958984,-1.3591156005859375,49.61013412475586,2.7199935913085938,46.68837356567383,-3.2596447467803955,44.91819763183594,3.233625888824463,51.4972038269043,-3.346083402633667,57.13606643676758,2.582455635070801,78.08462524414062,-0.7595793604850769,86.8800048828125,5.257335662841797,82.921630859375,Adam Levine
Adam Levine_3lDIN5gR,523322,0.34478657733058193,0.013952564702579471,0.5938043305460899,0.02664297654400306,112.34714673913044,-16.003278732299805,7440.74267578125,79.35625457763672,664.489990234375,-2.1588294506073,452.4578857421875,22.722911834716797,243.75885009765625,9.068002700805664,109.3891372680664,12.34839916229248,107.91643524169922,-1.281898856163025,102.27937316894531,12.375038146972656,60.85762023925781,3.5038578510284424,65.31542205810547,3.584737777709961,67.47116088867188,-0.947669506072998,64.16008758544922,6.1747965812683105,60.63992691040039,0.1206856220960617,45.01953125,3.2357099056243896,45.724761962890625,-1.1485774517059326,41.009803771972656,6.086136817932129,59.45790481567383,-4.421360015869141,50.68800735473633,3.480508327484131,56.048789978027344,-1.7999053001403809,61.23127746582031,3.0327560901641846,65.35413360595703,Adam Levine
Adam Levine_4J4hpD8f,474342,0.39139372973608566,0.01819272359109992,0.5614477207719049,0.036232769267918144,129.19921875,-43.93191146850586,7626.4716796875,71.90380859375,972.3616943359375,-5.173981189727783,624.53662109375,26.40766143798828,418.05169677734375,1.7814748287200928,249.62974548339844,8.015274047851562,183.58766174316406,4.549447536468506,192.85000610351562,8.961699485778809,145.83685302734375,-2.774286985397339,131.84738159179688,6.011270046234131,172.28646850585938,0.861382246017456,109.50579833984375,4.124619007110596,86.6964111328125,0.2875598669052124,87.94469451904297,5.696850299835205,76.20816802978516,0.6968666315078735,67.98039245605469,1.3006253242492676,85.37747192382812,-4.810253620147705,78.47136688232422,6.993875503540039,76.67007446289062,-0.21880289912223816,86.54322052001953,4.882213115692139,110.2516098022461,Adam Levine
Adam Levine_5Nl3b7Tq,472680,0.3255655704568773,0.009691846400844155,0.5043465864495568,0.021260641574614596,117.45383522727273,-49.958866119384766,8808.9931640625,90.1032943725586,640.4368896484375,-9.676796913146973,263.4437561035156,20.656070709228516,217.29083251953125,3.340085506439209,129.88360595703125,12.831303596496582,119.06716918945312,-2.433110475540161,88.33712005615234,10.77459716796875,82.97550964355469,4.695220947265625,61.49851989746094,9.473217964172363,77.81293487548828,0.0713300034403801,114.88773345947266,8.5579195022583,65.89136505126953,-0.6265437602996826,60.09140396118164,3.5206589698791504,50.14011001586914,-1.2913633584976196,52.12930679321289,1.7923195362091064,58.53717041015625,-3.5223817825317383,59.045692443847656,9.694287300109863,63.65776062011719,0.43481171131134033,71.29955291748047,4.2243170738220215,67.64112854003906,Adam Levine
Adam Levine_5uKkkDc5,622507,0.3033187687585069,0.01746227673177024,0.5412630346665901,0.026171588787394538,184.5703125,-25.597749710083008,11142.7705078125,71.2922134399414,1064.3543701171875,-5.301829814910889,573.02734375,19.601966857910156,269.9394836425781,0.8953108787536621,160.7108612060547,8.788200378417969,111.44918060302734,-5.069119930267334,149.7979278564453,10.122577667236328,121.5615234375,-4.920808792114258,86.13346099853516,1.8356248140335083,91.14524841308594,-1.6608638763427734,67.84647369384766,4.2336859703063965,68.11731719970703,0.5177311301231384,73.61478424072266,2.773094892501831,60.21235275268555,-6.302763938903809,54.51008987426758,0.22140489518642426,69.79841613769531,-2.138160228729248,53.35968780517578,2.0206267833709717,54.55464553833008,-2.979203701019287,50.375179290771484,1.3974921703338623,68.48038482666016,Adam Levine
Adam Levine_7ycwqJgL,338244,0.3184022945710913,0.016688976397222492,0.4927670479353951,0.04146823509741619,107.666015625,-89.65341186523438,13821.87890625,84.11573028564453,1604.567138671875,5.5038371086120605,655.6701049804688,22.429420471191406,448.1492919921875,9.208090782165527,213.72000122070312,13.149330139160156,161.43104553222656,3.1895956993103027,188.48825073242188,5.456392765045166,157.2696990966797,0.2592718005180359,108.8202133178711,6.718108654022217,105.4002685546875,1.3148186206817627,95.13819885253906,9.926067352294922,96.40399169921875,4.733860492706299,118.47959899902344,6.474424362182617,114.83548736572266,3.048102378845215,94.8373031616211,5.776016712188721,104.16717529296875,-1.7046421766281128,83.58998107910156,2.9449613094329834,71.5587158203125,-3.864989757537842,92.7641830444336,1.6582086086273193,81.50782012939453,Adam Levine
Adam Levine_8HJNC-Ml,455462,0.33195535597384673,0.013853396812220321,0.5514877143311135,0.02637720072942108,151.99908088235293,-28.022262573242188,7680.1162109375,77.32886505126953,928.6778564453125,1.9522515535354614,473.9847106933594,24.933002471923828,310.32861328125,-2.1888132095336914,164.62850952148438,5.9671173095703125,159.69265747070312,2.0490589141845703,141.56008911132812,5.752334117889404,105.67237091064453,-2.8099920749664307,84.71896362304688,5.539229393005371,78.61157989501953,-1.265138864517212,67.90544128417969,6.979487895965576,64.73957824707031,-3.088283061981201,62.113807678222656,1.8485172986984253,49.987815856933594,0.8950860500335693,42.637935638427734,3.5582311153411865,50.11666488647461,-4.821753025054932,48.69190216064453,3.917664051055908,46.8834228515625,-2.2509524822235107,64.27751159667969,0.9110479354858398,58.11411666870117,Adam Levine
Adam Levine_cZCskpDo,581781,0.38672557723639217,0.01936896275172801,0.5666016397694593,0.03541777846900754,172.265625,-35.34128952026367,11750.861328125,84.88571166992188,1026.6370849609375,11.187812805175781,324.7989807128906,15.735042572021484,231.02708435058594,4.609468936920166,131.4237060546875,11.430660247802734,110.36557006835938,-0.5649734735488892,94.88787841796875,2.438689708709717,81.36286163330078,-1.1106942892074585,67.87197875976562,5.378715515136719,74.25350952148438,-0.6590556502342224,74.12158203125,4.168234348297119,56.873043060302734,-1.752461314201355,54.31693649291992,3.168114185333252,51.064674377441406,0.15837298333644867,49.01303482055664,2.461853504180908,45.88905334472656,-4.250837326049805,53.641483306884766,1.27216637134552,59.135414123535156,-4.205242156982422,54.85989761352539,5.541133880615234,61.334808349609375,Adam Levine
Adam Levine_EtEgU_wv,346102,0.30083771362146855,0.016787620285441274,0.5030040548750943,0.041646049539184424,99.38401442307692,-75.59832000732422,7090.4384765625,87.44380187988281,1200.05419921875,12.976814270019531,491.6579895019531,22.43718719482422,368.69049072265625,6.283135890960693,324.2438049316406,9.026387214660645,282.1684875488281,-5.844107627868652,214.485595703125,3.6089649200439453,160.61341857910156,-9.950425148010254,155.88621520996094,-0.08851448446512222,164.3661346435547,-8.91998291015625,204.37786865234375,-2.6338131427764893,152.8978729248047,-6.72841739654541,114.08722686767578,-0.39416325092315674,99.19819641113281,-0.6376710534095764,90.68445587158203,3.7777099609375,101.33387756347656,-5.45054817199707,91.46405792236328,5.519920349121094,121.88484954833984,-4.985515594482422,115.49818420410156,1.8601480722427368,86.78544616699219,Adam Levine
Adam Levine_fNynv2QK,423448,0.30917120395067166,0.018359831090665926,0.4750113585787405,0.03745438409567164,135.99917763157896,-58.15106201171875,8395.0234375,95.19363403320312,1291.5086669921875,-0.8879364728927612,673.0585327148438,16.72481918334961,376.78485107421875,-0.4603692293167114,261.2586975097656,12.182097434997559,186.4659423828125,-4.491563320159912,147.7843475341797,8.438419342041016,119.61077117919922,-0.4983893632888794,132.9477996826172,7.4382405281066895,117.71904754638672,-1.1171493530273438,124.56475067138672,6.586580276489258,94.68359375,0.34584900736808777,82.1707763671875,4.601006031036377,78.61414337158203,3.751011848449707,59.80621337890625,7.129292964935303,80.47637939453125,2.1967406272888184,95.25733947753906,5.998370170593262,62.47909164428711,-3.8245978355407715,63.8632698059082,0.3387533128261566,77.4179458618164,Adam Levine
