song_id,zero_crossings,spectral_centroids_mean,spectral_centroids_var,spectral_rolloff_mean,spectral_rolloff_var,tempo,mfcc_1_mean,mfcc_1_var,mfcc_2_mean,mfcc_2_var,mfcc_3_mean,mfcc_3_var,mfcc_4_mean,mfcc_4_var,mfcc_5_mean,mfcc_5_var,mfcc_6_mean,mfcc_6_var,mfcc_7_mean,mfcc_7_var,mfcc_8_mean,mfcc_8_var,mfcc_9_mean,mfcc_9_var,mfcc_10_mean,mfcc_10_var,mfcc_11_mean,mfcc_11_var,mfcc_12_mean,mfcc_12_var,mfcc_13_mean,mfcc_13_var,mfcc_14_mean,mfcc_14_var,mfcc_15_mean,mfcc_15_var,mfcc_16_mean,mfcc_16_var,mfcc_17_mean,mfcc_17_var,mfcc_18_mean,mfcc_18_var,mfcc_19_mean,mfcc_19_var,mfcc_20_mean,mfcc_20_var,category
HipHopParty_0Lk6ud3Z,322016,0.33820350556307444,0.019742271301564213,0.5341184492104961,0.05075145074416992,107.666015625,-48.600746154785156,9772.537109375,90.69718933105469,1867.3642578125,-0.36050328612327576,609.1981811523438,11.645103454589844,278.9432373046875,6.993834972381592,215.22190856933594,6.119128704071045,131.8003692626953,1.5753862857818604,111.7083511352539,6.38555383682251,114.08724212646484,-4.526180744171143,94.75360107421875,8.562938690185547,102.43505096435547,2.146571636199951,101.28814697265625,7.257285118103027,72.85746002197266,0.035036008805036545,64.4400863647461,6.807870864868164,75.6761245727539,-0.26729506254196167,50.150028228759766,4.960868835449219,53.738094329833984,-0.8482357859611511,42.04926300048828,5.581795692443848,67.00184631347656,-1.6429978609085083,60.3242073059082,4.5605034828186035,63.00811767578125,HipHopParty
HipHopParty_15QJDYRz,403563,0.2909295310516984,0.013538417018681905,0.4610506061091649,0.035864560432449774,89.10290948275862,-48.65299987792969,10644.8720703125,86.75568389892578,1184.17236328125,-16.643936157226562,775.5729370117188,8.004737854003906,418.7684020996094,-0.9079775214195251,322.4486999511719,-3.650660276412964,465.3266296386719,-2.016932249069214,261.11328125,-2.9376096725463867,283.67364501953125,-3.632366180419922,199.5732879638672,10.163861274719238,160.23484802246094,-2.089336633682251,150.18064880371094,6.52788782119751,100.76844787597656,-3.1977927684783936,94.8000259399414,0.6382705569267273,93.79927062988281,-4.521935939788818,82.6007308959961,2.2746145725250244,109.91126251220703,-5.147359848022461,121.39181518554688,7.070127010345459,110.74125671386719,3.188023328781128,111.70845031738281,8.925532341003418,112.95220184326172,HipHopParty
HipHopParty_1pV8GlP0,345030,0.2392011095505334,0.014089738085220172,0.3877508628111958,0.03721372503363694,143.5546875,-55.545623779296875,5109.79296875,102.08418273925781,1168.157470703125,4.969136714935303,462.57147216796875,17.726268768310547,294.9568176269531,3.545285940170288,267.10247802734375,4.998846530914307,187.2264404296875,-2.8849480152130127,183.342041015625,7.410384178161621,137.60276794433594,-1.7256436347961426,125.2671890258789,5.419443607330322,122.90419006347656,-3.3092613220214844,118.35913848876953,2.4345786571502686,96.11126708984375,-3.4434237480163574,93.53390502929688,-1.9525461196899414,102.7647476196289,-2.1592986583709717,82.5582504272461,1.6364538669586182,67.89103698730469,-6.246581077575684,77.58231353759766,4.427689552307129,71.52375793457031,-7.5794878005981445,65.84530639648438,-0.1307288110256195,60.35061264038086,HipHopParty
HipHopParty_ap8jB4xK,766908,0.4138141500071611,0.022698835165058846,0.6496007027428328,0.0246762314916397,135.99917763157896,-57.0981330871582,6915.97998046875,32.319114685058594,2584.177734375,3.511357069015503,1223.8160400390625,28.376419067382812,353.51556396484375,9.115592956542969,480.28448486328125,15.874381065368652,224.69703674316406,-6.503622055053711,261.7247619628906,3.446934700012207,356.4688415527344,-5.822872161865234,172.7104949951172,7.068929672241211,528.2129516601562,-2.499849319458008,272.7843017578125,4.310625076293945,185.96322631835938,-8.556533813476562,132.1344451904297,2.0822877883911133,133.08995056152344,1.969805121421814,127.23109436035156,3.3072471618652344,88.69108581542969,-0.10722000151872635,64.79408264160156,5.298786640167236,75.90392303466797,-3.924557685852051,92.7267074584961,5.438780784606934,79.6977767944336,HipHopParty
HipHopParty_azFed99s,306580,0.28167938614858234,0.013231509053831692,0.4662932878614788,0.0424304010786542,129.19921875,-73.71527862548828,7501.00390625,100.4295654296875,1017.5210571289062,-2.0674514770507812,675.4627685546875,10.377813339233398,353.9233703613281,8.058259010314941,276.8759765625,10.421834945678711,157.77578735351562,-1.9636194705963135,163.54283142089844,3.914740562438965,141.176025390625,-1.8151847124099731,111.10218811035156,2.511303186416626,133.86807250976562,-0.9949333071708679,122.43335723876953,4.81175422668457,115.88162231445312,1.2361115217208862,132.96853637695312,0.5095801949501038,79.84688568115234,-4.868563175201416,75.15283203125,1.7408069372177124,81.78496551513672,-7.3036322593688965,83.03125,4.11271858215332,66.1414566040039,-2.9990386962890625,60.480308532714844,2.4110629558563232,58.03837203979492,HipHopParty
HipHopParty_bDp1J2lw,522113,0.33278794417188196,0.014320368121811543,0.48376643606064557,0.03547981650620199,129.19921875,-53.581539154052734,8383.390625,84.4964828491211,1024.451171875,-9.455337524414062,988.0016479492188,14.95192813873291,458.52880859375,1.3325079679489136,328.0199890136719,10.209219932556152,301.14422607421875,6.343923091888428,161.78717041015625,14.363714218139648,161.46261596679688,0.3856070637702942,123.45960235595703,6.029531002044678,123.22786712646484,-2.3404295444488525,144.5963592529297,3.7866599559783936,88.7447280883789,1.2684892416000366,69.11337280273438,7.916943550109863,77.66853332519531,4.101231575012207,78.81473541259766,6.5605950355529785,55.861183166503906,0.7813858389854431,53.78886795043945,5.492880821228027,62.24772262573242,-2.22955322265625,43.97499084472656,3.8475444316864014,68.29705810546875,HipHopParty
HipHopParty_bWvmzgpu,387385,0.33455250859052654,0.014229941101269687,0.590666132827779,0.03340323476208349,103.359375,-40.795616149902344,7862.56884765625,79.28717803955078,769.6660766601562,1.6073405742645264,595.1151123046875,14.28125,336.4771728515625,7.597588539123535,205.29090881347656,2.3941967487335205,241.76991271972656,-0.6067570447921753,171.07887268066406,5.66696834564209,131.18533325195312,0.15927815437316895,147.56858825683594,10.381315231323242,159.22447204589844,-2.413496732711792,120.50674438476562,2.8803491592407227,102.67774963378906,-2.218949317932129,98.49021911621094,3.527005434036255,74.70423126220703,-4.264546871185303,74.25569915771484,2.545527696609497,60.934627532958984,-2.5684573650360107,60.06102752685547,2.3497564792633057,55.0584831237793,-0.29990267753601074,87.6065444946289,5.348099708557129,87.34842681884766,HipHopParty
HipHopParty_cbvLF3Vi,365456,0.28026504494938576,0.01997143584703982,0.39951820203421157,0.049680715703336605,123.046875,-109.61264038085938,8090.08740234375,115.7402572631836,1569.2850341796875,5.645040988922119,540.6421508789062,15.737178802490234,383.32293701171875,15.009098052978516,267.8137512207031,1.5597821474075317,237.01409912109375,2.0395495891571045,227.05035400390625,-1.636216163635254,199.29684448242188,-1.0256561040878296,99.65218353271484,1.945428490638733,102.9334945678711,-6.2159810066223145,90.67850494384766,-0.120082788169384,92.01502990722656,-3.4322144985198975,79.82749938964844,-0.7329205274581909,78.49676513671875,-2.5694994926452637,68.0610122680664,0.544666588306427,72.06941986083984,-4.825356960296631,59.731239318847656,0.7204608917236328,79.02033233642578,-2.460080862045288,69.10660552978516,2.7144992351531982,88.14559173583984,HipHopParty
HipHopParty_cD5X0mnP,234244,0.25100754391750296,0.027699424618854763,0.3831773070614089,0.0770164846473899,143.5546875,-119.9881362915039,13181.3916015625,114.59000396728516,2401.072998046875,13.431978225708008,1014.1648559570312,6.516633987426758,883.8840942382812,-1.2345080375671387,494.76409912109375,-3.3639121055603027,312.6826171875,-3.483025074005127,239.74803161621094,0.45443999767303467,158.68238830566406,-3.9965600967407227,163.55064392089844,7.568919658660889,218.61512756347656,5.51738977432251,171.1634979248047,5.564321041107178,155.1313934326172,-1.9159913063049316,124.57012939453125,0.31602612137794495,141.99166870117188,-1.541744589805603,175.3199005126953,-0.6073163151741028,147.2036590576172,-3.956068992614746,84.97127532958984,5.798275470733643,92.65690612792969,2.42510986328125,99.33145904541016,5.241280555725098,129.7555694580078,HipHopParty
HipHopParty_Dfg9ULEi,246708,0.2654989132819564,0.01792514456340785,0.41799072360454226,0.04302273982438018,135.99917763157896,-91.93704223632812,10826.2021484375,97.11076354980469,1673.7662353515625,1.3648613691329956,829.2029418945312,21.964130401611328,462.4970397949219,7.739562034606934,280.834716796875,10.96176528930664,276.9318542480469,6.783749580383301,236.61058044433594,5.487693786621094,193.16049194335938,-2.8548080921173096,162.1855926513672,15.89545726776123,164.53994750976562,1.6392767429351807,162.0275115966797,11.272223472595215,115.85348510742188,2.337571620941162,91.99591064453125,3.6086106300354004,84.479736328125,-1.4409955739974976,82.0389633178711,3.5306179523468018,80.86222839355469,6.412187099456787,112.81552124023438,7.1232590675354,88.59388732910156,-0.5968085527420044,68.71907043457031,2.0244383811950684,60.69473648071289,HipHopParty
